Normais Climatológicas do Brasil 1961-1990
Pressão Atmosférica ao Nível do Barômetro (hPa)
Código;Nome da Estação;UF;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro;Ano
83531;Patos de Minas;MG;905,9;906,4;907,3;907,6;909,1;910,6;911,1;910,2;908,7;906,6;905,7;905,5;907,9
83483;Pirapora;MG;953,6;954,0;953,8;955,7;957,4;959,4;960,0;959,3;956,6;955,4;953,9;954,0;956,1
83570;Pompeu;MG;934,6;935,3;935,1;936,4;937,8;939,8;939,7;938,8;937,7;935,6;934,6;934,1;936,6
83441;Salinas;MG;957,0;958,1;958,1;959,1;960,6;963,1;963,6;962,9;961,3;959,3;958,1;957,9;959,9
83385;São Francisco;MG;957,8;958,0;958,6;959,3;961,2;962,3;963,4;961,9;960,2;958,6;957,4;957,7;959,7
83688;São João del-Rei;MG;908,1;908,6;910,1;910,7;912,6;914,0;914,4;913,2;911,7;910,1;908,2;908,3;910,9
83736;São Lourenço;MG;915,2;915,9;916,3;917,4;919,0;920,6;921,2;920,1;918,3;916,6;915,1;914,9;917,6
83586;Sete Lagoas;MG;927,4;927,8;928,2;929,3;930,9;932,6;933,3;931,9;930,8;928,6;927,1;927,2;929,6
83492;Teófilo Otoni;MG;972,2;973,0;972,7;974,0;975,9;977,8;978,8;977,9;976,6;974,2;972,4;971,9;974,8
83577;Uberaba;MG;929,1;929,7;930,2;931,0;932,9;934,2;934,6;933,3;932,2;930,1;929,8;928,9;931,3
83642;Viçosa;MG;935,1;935,3;935,3;936,6;938,2;940,1;940,4;939,6;938,3;936,2;934,8;934,2;937,0
83611;Campo Grande;MS;946,6;947,1;947,8;948,7;951,0;952,3;952,9;951,4;950,1;948,4;947,4;946,8;949,2
83512;Coxim;MS;976,2;979,1;980,0;980,3;982,1;984,1;983,7;983,8;981,3;979,5;978,0;978,1;980,5
83659;Dourados;MS;964,0;964,6;965,2;967,3;968,6;970,2;970,3;969,4;968,3;965,9;964,4;964,0;966,9
83704;Ivinhema;MS;964,7;965,8;966,2;968,2;970,4;971,4;971,5;970,1;968,7;967,0;965,3;964,9;967,9
83565;Paranaíba;MS;962,6;963,2;963,3;965,0;966,7;968,4;968,7;967,2;965,8;963,6;962,6;962,1;964,9
83702;Ponta Porã;MS;934,4;935,1;936,0;937,4;938,8;939,6;939,9;938,9;937,4;936,2;934,6;934,4;936,9
83618;Três Lagoas;MS;973,2;973,8;974,7;976,5;978,4;980,0;980,1;978,4;976,8;974,9;973,6;973,1;976,1
83405;Cáceres;MT;995,7;996,2;994,8;997,5;999,3;1001,0;1001,0;999,7;998,6;996,5;995,8;995,4;997,6
83361;Cuiabá;MT;990,7;991,3;991,2;992,8;994,4;996,1;996,4;993,9;993,1;991,5;990,3;990,5;992,7
83309;Diamantino;MT;977,7;978,0;978,2;979,1;980,8;982,2;982,4;980,7;979,5;978,4;977,6;977,4;979,3
83264;Gleba Celeste;MT;967,1;967,2;967,1;967,7;969,1;970,5;970,9;970,0;968,5;967,8;967,9;967,3;968,4
83365;Sangradouro;MT;947,2;947,2;947,0;948,3;949,7;950,5;951,6;949,2;948,4;946,9;946,8;946,8;948,3
82353;Altamira;PA;999,9;999,9;999,6;999,8;1000,4;1001,3;1001,8;1001,1;1000,7;999,4;998,6;999,4;1000,2
82741;Alto Tapajós;PA;999,1;999,4;999,5;999,8;1000,6;1001,2;1001,7;1000,8;1000,2;999,3;998,5;998,8;999,9
82191;Belém;PA;1009,5;1009,7;1009,8;1009,8;1010,3;1011,2;1011,6;1011,1;1010,7;1009,9;1009,2;1009,3;1010,2
82246;Belterra;PA;992,1;992,2;992,2;992,2;992,8;993,7;994,0;993,3;992,7;991,8;991,4;991,7;992,5
82188;Breves;PA;1009,9;1010,0;1009,9;1009,8;1010,2;1011,3;1011,8;1011,5;1010,8;1009,5;1009,5;1009,5;1010,3
82861;Conceição do Araguaia;PA;992,1;992,2;992,2;992,5;993,1;994,1;994,6;993,6;992,9;992,1;991,4;991,8;992,7
82445;Itaituba;PA;1003,2;1003,4;1003,2;1003,5;1004,2;1005,1;1005,8;1004,9;1004,3;1003,3;1002,7;1003,3;1003,9
82562;Marabá;PA;999,6;999,7;999,5;999,5;1000,0;1001,2;1001,4;1000,9;1000,3;999,5;999,1;999,3;1000,0
82181;Monte Alegre;PA;997,7;998,0;997,9;997,9;998,5;999,4;999,7;999,2;998,7;997,5;997,0;997,3;998,2
82178;Óbidos;PA;-;1005,4;1005,4;1005,6;1006,0;1006,2;1007,6;1006,6;1005,6;1003,7;1004,0;-;-
82184;Porto de Moz;PA;1009,1;1009,1;1009,1;1009,3;1009,7;1011,2;1011,7;1010,9;1010,3;1009,4;1008,7;1008,6;1009,8
82243;Santarém (Taperinha);PA;1008,2;1008,4;1008,6;1008,7;1009,3;1010,0;1010,4;1009,6;1009,1;1008,1;1007,4;1007,7;1008,8
82668;São Félix do Xingu;PA;990,0;990,2;990,1;990,0;990,4;991,7;992,0;991,2;990,5;989,8;989,4;989,7;990,4
82141;Soure;PA;1010,4;1010,6;1010,0;1010,9;1011,1;1011,2;1012,5;1011,1;1011,6;1010,7;1010,1;1010,2;1010,9
82194;Tracuateua (Desativada);PA;1006,4;1006,4;1006,6;1006,4;1006,8;1007,9;1008,2;1007,6;1007,1;1006,7;1006,2;1006,1;1006,9
82145;Tracuateua (Operante);PA;1006,8;1006,9;-;-;1007,1;1008,2;1008,7;1008,1;1007,3;1007,2;1006,5;1006,5;-
82361;Tucuruí;PA;1008,2;1008,5;1008,3;1008,6;1008,9;1010,1;1010,5;1010,1;1009,9;1009,5;1008,3;1008,1;1009,1
82795;Campina Grande;PB;949,6;949,8;949,8;950,0;950,8;952,3;952,9;953,1;952,8;951,2;950,2;950,1;951,1
82798;João Pessoa;PB;1009,2;1008,7;1008,8;1008,5;1009,2;1011,5;1012,5;1012,5;1011,0;1008,9;1010,0;1009,3;1010,0
82792;Monteiro;PB;943,9;943,3;943,3;943,7;944,9;946,3;946,9;946,7;946,0;945,0;943,4;943,2;944,7
82779;Umbuzeiro;PB;953,1;952,8;953,1;953,2;954,3;955,6;956,4;956,3;-;954,5;953,2;953,0;-
82890;Arcoverde;PE;934,4;934,5;934,6;935,0;935,8;937,5;937,9;937,9;937,1;935,3;934,5;-;-
82886;Cabrobó;PE;965,9;968,1;965,8;967,5;968,3;970,1;971,5;969,6;969,1;966,4;968,8;968,4;968,3
82893;Garanhuns;PE;918,4;918,8;918,9;918,9;920,1;921,8;922,8;922,6;922,0;920,4;919,3;919,2;920,3
82983;Petrolina;PE;967,5;967,7;967,5;968,8;970,1;972,5;973,3;973,1;971,9;969,6;968,5;968,4;969,9
82900;Recife (Curado);PE;1010,9;1010,6;1010,4;1010,7;1011,9;1014,0;1014,7;1014,7;1014,2;1012,6;1011,5;1010,1;1012,2
82789;Triunfo;PE;900,1;900,0;900,1;900,4;901,6;902,7;903,1;903,0;902,2;900,8;900,1;899,9;901,2
82975;Bom Jesus do Piauí;PI;971,7;971,8;971,6;972,5;973,1;974,4;975,2;974,2;973,1;971,7;971,4;971,7;972,7
82678;Floriano;PI;995,6;995,9;995,7;995,8;997,0;998,2;998,6;995,8;996,2;995,3;994,8;994,9;996,1
82578;Teresina;PI;1001,0;1000,9;1001,4;1001,5;1002,3;1002,9;1003,7;1002,9;1001,9;1001,0;1000,3;1000,5;1001,7
83783;Campo Mourão;PR;943,5;944,4;944,7;946,6;947,8;948,7;949,7;948,1;945,6;945,5;943,7;943,1;945,9
83813;Castro;PR;901,4;902,2;903,3;904,7;905,7;905,4;907,2;906,9;905,0;903,4;901,5;900,4;903,9
83842;Curitiba;PR;909,4;910,3;911,2;912,4;913,4;914,3;915,1;914,0;913,3;911,6;910,1;909,4;912,0
83826;Foz do lguaçu;PR;988,6;989,1;990,8;992,7;994,9;995,8;996,7;995,0;993,5;991,2;989,3;988,2;992,1
83775;Guaíra;PR;979,4;980,2;981,3;983,2;984,9;987,2;986,6;985,1;984,0;981,6;981,1;980,1;982,9
83834;Guarapuava;PR;892,6;892,8;894,1;894,8;896,2;896,3;897,3;895,7;894,9;893,8;892,6;892,3;894,5
83836;Irati;PR;914,4;915,4;915,8;917,4;918,0;918,9;919,6;919,0;918,3;916,4;914,8;914,0;916,8
83811;Ivaí;PR;923,3;924,2;925,1;925,9;928,4;929,9;930,2;929,0;928,0;926,2;924,4;923,1;926,5
83769;Jacarezinho;PR;956,3;956,8;957,6;959,6;961,2;962,6;963,3;961,8;960,3;958,1;956,6;955,5;959,1
83766;Londrina;PR;947,4;948,0;948,7;950,2;952,0;953,2;953,7;952,3;950,9;949,0;947,4;946,8;950,0
83767;Maringá;PR;948,3;948,8;949,9;951,4;953,3;954,9;955,5;954,0;952,8;950,8;949,0;948,3;951,4
